node_id,canonical_name,type,admin_level,aliases,normalized_key,numeric_value,unit,value_kind,review_status
EVENT_000072,Ban hành Nghị quyết 04-NQ/TW thành lập Viện Bảo tàng Hồ Chí Minh,Event,,Thành lập Viện Bảo tàng Hồ Chí Minh,ban_hanh_nghi_quyet_04_nq_tw_thanh_lap_vien_bao_tang_ho_chi_minh,,,,approved
EVENT_000073,Ban hành Nghị định 375/CP về Viện Bảo tàng Hồ Chí Minh,Event,,Nghị định 375/CP,ban_hanh_nghi_dinh_375_cp_ve_vien_bao_tang_ho_chi_minh,,,,approved
EVENT_000074,Khởi công xây dựng Bảo tàng Hồ Chí Minh,Event,,Lễ khởi công Bảo tàng Hồ Chí Minh,khoi_cong_xay_dung_bao_tang_ho_chi_minh,,,,approved
EVENT_000075,UNESCO thông qua Nghị quyết 18.65 về Chủ tịch Hồ Chí Minh,Event,,Nghị quyết 18.65 của UNESCO,unesco_thong_qua_nghi_quyet_18_65_ve_chu_tich_ho_chi_minh,,,,approved
EVENT_000076,Khánh thành Bảo tàng Hồ Chí Minh,Event,,Lễ khánh thành Bảo tàng Hồ Chí Minh,khanh_thanh_bao_tang_ho_chi_minh,,,,approved
HOBJ_000118,Tượng đồng toàn thân Chủ tịch Hồ Chí Minh,HeritageObject,,Tượng Chủ tịch Hồ Chí Minh tại gian mở đầu,tuong_dong_toan_than_chu_tich_ho_chi_minh,,,,approved
HOBJ_000119,Phù điêu quốc kỳ và búa liềm,HeritageObject,,Phù điêu mặt trước Bảo tàng Hồ Chí Minh,phu_dieu_quoc_ky_va_bua_liem,,,,approved
ORG_000020,"Bộ Văn hóa, Thể thao và Du lịch",Organization,,Bộ Văn hóa thể thao và du lịch,bo_van_hoa_the_thao_va_du_lich,,,,approved
ORG_000021,Bộ Chính trị Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam,Organization,,Bộ Chính trị,bo_chinh_tri_ban_chap_hanh_trung_uong_dang_cong_san_viet_nam,,,,approved
PERSON_000024,Hồ Chí Minh,Person,,Chủ tịch Hồ Chí Minh|Bác Hồ|Nguyễn Ái Quốc|Nguyễn Tất Thành,ho_chi_minh,,,,approved
PLACE_000010,Khu di tích Chủ tịch Hồ Chí Minh tại Phủ Chủ tịch,Place,,Khu Di tích Phủ Chủ tịch|Khu lưu niệm Chủ tịch Hồ Chí Minh tại Phủ Chủ tịch,khu_di_tich_chu_tich_ho_chi_minh_tai_phu_chu_tich,,,,approved
PLACE_000011,Lăng Chủ tịch Hồ Chí Minh,Place,,Lăng Bác|Lăng Hồ Chủ tịch|Ho Chi Minh Mausoleum,lang_chu_tich_ho_chi_minh,,,,approved
PLACE_000017,Chùa Một Cột,Place,,Chùa Mật|One Pillar Pagoda,chua_mot_cot,,,,approved
PLACE_000044,Bảo tàng Hồ Chí Minh,Place,,Bảo tàng Chủ tịch Hồ Chí Minh|Ho Chi Minh Museum|BTHCM,bao_tang_ho_chi_minh,,,,approved
TIME_000141,Ngày 25 tháng 11 năm 1970,Time,,25/11/1970,ngay_25_thang_11_nam_1970,,,,approved
TIME_000142,Ngày 12 tháng 9 năm 1977,Time,,12/09/1977,ngay_12_thang_9_nam_1977,,,,approved
TIME_000143,Ngày 15 tháng 10 năm 1979,Time,,15/10/1979,ngay_15_thang_10_nam_1979,,,,approved
TIME_000144,Ngày 31 tháng 8 năm 1985,Time,,31/08/1985,ngay_31_thang_8_nam_1985,,,,approved
TIME_000145,Tháng 11 năm 1987,Time,,Nov-87,thang_11_nam_1987,,,,approved
TIME_000146,Ngày 19 tháng 5 năm 1990,Time,,19/05/1990,ngay_19_thang_5_nam_1990,,,,approved
VALUE_000078,18.000 m²,Value,,"Tổng diện tích 18.000 m²|1,8 ha",18_000_m,18000,m²,area,approved
VALUE_000079,3 tầng,Value,,Tòa nhà cao 3 tầng,3_tang,3,tầng,count,approved
VALUE_000080,8 gian,Value,,Tám gian chuyên đề lịch sử thế giới,8_gian,8,gian,count,approved
VALUE_000081,"3,5 m",Value,,"Tượng cao 3,5 mét",3_5_m,3.5,m,height,approved
