source_id,title,url,source_type,retrieved_at,license_note,review_status
SRC_000017,Bắc Môn – Chứng nhân lịch sử của kinh thành Thăng Long,https://hoangthanhthanglong.vn/bac-mon-chung-nhan-lich-su-cua-kinh-thanh-thang-long/,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000018,Thư ngỏ giới thiệu Hoàng thành Thăng Long,https://hoangthanhthanglong.vn/thu-ngo/,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000019,Nội Tự Văn Miếu - Quốc Tử Giám,https://vanmieu.gov.vn/vi/inner-temple,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000020,Khuê Văn Các,https://www.vanmieu.gov.vn/vi/visit/architecture/khue-van-pavilion,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000021,Khu Vườn Bia Tiến Sĩ và Giếng Thiên Quang,https://vanmieu.gov.vn/vi/doctoral-stelae-garden,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000022,Nhà Thái Học,https://www.vanmieu.gov.vn/vi/visit/architecture/thai-hoc-house,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000023,Nhà Chuông - Nhà Trống,https://vanmieu.gov.vn/vi/visit/architecture/bell-drum-tower,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000024,Điện Đại Thành,https://www.vanmieu.gov.vn/vi/visit/architecture/dien-dai-thanh,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000025,Lịch sử di tích Văn Miếu - Quốc Tử Giám,https://www.vanmieu.gov.vn/vi/introduction/site-history,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000026,Stone Stele Records of Royal Examinations of the Le and Mac Dynasties (1442-1779),https://www.unesco.org/en/memory-world/stone-stele-records-royal-examinations-le-and-mac-dynasties-1442-1779,official_intergovernmental,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000027,"Di tích lịch sử, kiến trúc nghệ thuật và khảo cổ Cổ Loa",https://dsvh.gov.vn/di-tich-lich-su-kien-truc-nghe-thuat-va-khao-co-co-loa-2958,national_cultural_heritage_portal,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000028,Khu Di tích Cổ Loa,https://donganh.hanoi.gov.vn/di-tich-lich-su-va-van-hoa/khu-di-tich-co-loa-28342506231105416.htm,municipal_government_portal,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000029,Thành Cổ Loa - Các điểm tham quan tiêu biểu,https://thanhcoloa.vn/,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000030,Thành Hào Cổ Loa,https://thanhcoloa.vn/thanh-hao-co-loa,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000031,Đình Cổ Loa (Đình Ngự Triều Di Quy),https://thanhcoloa.vn/dinh-co-loa-dinh-ngu-trieu-di-quy,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000032,Am Mỵ Châu,https://thanhcoloa.vn/am-my-chau,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000033,Mũi tên đồng thành Cổ Loa,https://thanhcoloa.vn/mui-ten-dong-thanh-co-loa,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000034,Trống đồng Cổ Loa,https://thanhcoloa.vn/trong-dong-co-loa,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000035,Lò đúc mũi tên đồng,https://thanhcoloa.vn/phat-hien-khu-lo-duc-mui-ten-dong-trong-thanh-co-loa,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000036,Sưu tập khuôn đúc Cổ Loa,https://thanhcoloa.vn/suu-tap-khuon-duc-co-loa,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000037,Danh mục Di tích quốc gia đặc biệt,https://dsvh.gov.vn/danh-muc-di-tich-quoc-gia-dac-biet-1752,national_cultural_heritage_portal,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000038,Giới thiệu nhà tù Hỏa Lò,https://hoalo.vn/Articles/15/68/Gioi-,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000039,Quá trình hình thành và xây dựng,https://hoalo.vn/Articles/38/48/qua-trinh-hinh-thanh-va-xay-dung.html,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000040,Giới thiệu Di tích Lịch sử Nhà tù Hỏa Lò,https://hoalo.vn/Home/GioiThieu,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000041,"Nhà tù Hỏa Lò, nơi lưu giữ lịch sử về truyền thống yêu nước",https://sovhtt.hanoi.gov.vn/gioi-thieu-nha-tu-hoa-lo/,municipal_government_portal,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000042,Trưng bày chuyên đề “Một thoáng di sản” ra mắt tại Di tích Nhà tù Hỏa Lò,https://sovhtt.hanoi.gov.vn/trung-bay-chuyen-de-mot-thoang-di-san-ra-mat-vao-ngay-1-7-tai-di-tich-nha-tu-hoa-lo/,municipal_government_portal,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000043,Cuộc sống của tù binh phi công Mỹ (Hilton Hà Nội),https://hoalo.vn/Articles/38/44/cuoc-song-cua-tu-binh-phi-cong-my-hilton-ha-noi.html,official_heritage_exhibition,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000044,John Sidney McCain từ vị khách Hilton - Hà Nội đến Thượng nghị sỹ,https://hoalo.vn/Articles/12/23692/John-Sidney-McCain-tu-vi-khach-Hilton-Ha-Noi-den-Thuong-nghi-sy.html,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000045,Di tích lịch sử nhà tù Hỏa Lò – Minh chứng cho tinh thần bất khuất,https://sovhtt.hanoi.gov.vn/di-tich-lich-su-nha-tu-hoa-lo-minh-chung-cho-tinh-bat-khuat/,municipal_government_portal,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000046,Gò Đống Đa,https://dsvh.gov.vn/go-dong-da-3285,national_cultural_heritage_portal,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000047,Gò Đống Đa – Trang thông tin điện tử phường Đống Đa,https://dongda.hanoi.gov.vn/di-tich-va-danh-thang/go-dong-da-2806250628111626422.htm,municipal_government_portal,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000048,Giới thiệu chung – Công viên Văn hóa Đống Đa,https://godongda.vn/gioi-thieu-chung,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000049,Các hạng mục của di tích – Công viên Văn hóa Đống Đa,https://godongda.vn/cac-hang-muc-cua-di-tich,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000050,Bảo tồn và phát huy giá trị Di tích quốc gia đặc biệt Gò Đống Đa,https://sovhtt.hanoi.gov.vn/bao-ton-va-phat-huy-gia-tri-di-tich-quoc-gia-dac-biet-go-dong-da/,municipal_government_portal,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000051,Hà Nội: Lễ hội Gò Đống Đa,https://sovhtt.hanoi.gov.vn/ha-noi-le-hoi-go-dong-da/,municipal_government_portal,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000052,Giới thiệu về Lễ hội Gò Đống Đa,https://godongda.vn/le-hoi/gioi-thieu-ve-le-hoi-go-dong-da.html,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000053,Đền thờ Hoàng đế Quang Trung,https://godongda.vn/di-tich/den-tho-hoang-de-quang-trung,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000054,Nhà trưng bày Quang Trung và Chiến thắng Ngọc Hồi – Đống Đa,https://godongda.vn/di-tich/nha-trung-bay,official_heritage_exhibition,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000055,Tiếp nhận tài trợ và công đức – Công viên Văn hóa Đống Đa,https://godongda.vn/tai-tro,official_heritage_site,2026-09-03,Bản quyền thuộc nguồn; chỉ lưu bản tóm tắt chuẩn hóa và URL nguồn,approved
SRC_000056,Cột cờ Hà Nội – Cục Du lịch Quốc gia Việt Nam,https://dulichvn.org.vn/index.php/item/cot-co-ha-noi-48076,official_tourism_portal,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000057,Cột cờ Hà Nội – Báo Quân đội nhân dân,https://www.qdnd.vn/van-hoa/doi-song/cot-co-ha-noi-404187,news_article,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000058,Những công trình cổ trong Hoàng thành Thăng Long – VnExpress,https://vnexpress.net/nhung-cong-trinh-co-trong-hoang-thanh-thang-long-4601593.html,news_article,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000059,Cổng Ô Quan Chưởng – Hoàn Kiếm 360,https://hoankiem360.tourism.vn/chi_tiet_di_tich_lich_su/cong-o-quan-chuong.html,official_tourism_portal,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000060,Cửa Ô Quan Chưởng – di tích 300 năm tuổi – Hội Di sản Văn hóa Việt Nam,https://hoidisanvanhoa.vn/cua-o-quan-chuong-di-tich-300-nam-tuoi/,heritage_association,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000061,Chứng tích của tinh thần giữ thành Hà Nội – Báo Quân đội nhân dân,https://www.qdnd.vn/van-hoa/doi-song/chung-tich-cua-tinh-than-giu-thanh-ha-noi-840738,news_article,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000062,Ô Quan Chưởng còn mãi với thời gian – VOV,https://vov.vn/ha-noi-ngan-nam/o-quan-chuong-con-mai-voi-thoi-gian-150043.vov,news_article,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000063,Tháp Rùa – Hoàn Kiếm 360,https://hoankiem360.tourism.vn/chi_tiet_ho_hoan_kiem/thap-rua.html,official_tourism_portal,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000064,"Tháp Rùa, một biểu tượng của Thủ đô – Hà Nội Online",https://hanoionline.vn/amp/thap-rua-mot-bieu-tuong-cua-thu-do-268794.htm,news_article,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000065,Ra mắt không gian chiếu sáng nghệ thuật Hồ Gươm-Tháp Rùa – VietnamPlus,https://www.vietnamplus.vn/ra-mat-khong-gian-chieu-sang-nghe-thuat-ho-guom-thap-rua-post1084927.vnp,news_article,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000066,Hồ Hoàn Kiếm – Hoàn Kiếm 360,https://hoankiem360.tourism.vn/chi_tiet_ho_hoan_kiem/ho-hoan-kiem.html,official_tourism_portal,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000067,Khu Di tích Chủ tịch Hồ Chí Minh tại Phủ Chủ tịch – Trang chủ,https://nhasanbacho.vn/,official_heritage_site,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000068,Di tích Nhà 54 – Khu Di tích Chủ tịch Hồ Chí Minh tại Phủ Chủ tịch,https://nhasanbacho.vn/portfolio/di-tich-nha-54/,official_heritage_site,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000069,Di tích Nhà 67 – Khu Di tích Chủ tịch Hồ Chí Minh tại Phủ Chủ tịch,https://nhasanbacho.vn/portfolio/di-tich-nha-67/,official_heritage_site,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000070,"Ngôi nhà sàn trong Khu Di tích Phủ Chủ tịch – vẻ đẹp về cuộc sống giản dị, gần gũi với nhân dân của Chủ tịch Hồ Chí Minh",https://nhasanbacho.vn/bai-viet/ngoi-nha-san-trong-khu-di-tich-phu-chu-tich-ve-dep-ve-cuoc-song-gian-di-gan-gui-voi-nhan-dan-cua-chu-tich-ho-chi-minh-3501/,official_heritage_site,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000071,Quyết định 1272/QĐ-TTg ngày 12/8/2009 về xếp hạng di tích quốc gia đặc biệt,https://chinhphu.vn/default.aspx?docid=90093&pageid=27160,official_legal_document,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000072,Thăm Khu Di tích Chủ tịch Hồ Chí Minh tại Phủ Chủ tịch – Nơi lưu giữ những ký ức về Người,https://vietnamtourism.gov.vn/post/58759,official_tourism_portal,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000073,Lăng Chủ tịch Hồ Chí Minh – Trường Tiểu học Quang Trung,https://thquangtrung.hcm.edu.vn/khong-gian-van-hoa-ho-chi-minh/lang-chu-tich-ho-chi-minh/ctmb/129604/1085308,educational_institution,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000074,Nhìn lại hình ảnh từ những ngày xây dựng Lăng Chủ tịch Hồ Chí Minh,https://btllang.mod.gov.vn/tin-tuc/tin-tu-bo-tu-lenh-lang/9915-nhin-lai-hinh-anh-tu-nhung-ngay-xay-dung-lang-chu-tich-ho-chi-minh.html,official_heritage_site,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000075,Quảng trường Ba Đình – Cổng thông tin du lịch phường Ba Đình,https://visitbadinh.com.vn/vi/place/details/quang-truong-ba-dinh-42,official_tourism_portal,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000076,20 năm thực hiện nhiệm vụ thiêng liêng – Bộ Tư lệnh Lăng,https://btllang.mod.gov.vn/tin-tuc/tin-tu-bo-tu-lenh-lang/10901-20-nam-thuc-hien-nhiem-vu-thieng-lieng.html,official_heritage_site,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000077,"Ý nghĩa chính trị, văn hóa của Công trình Lăng và việc phát huy ý nghĩa trong giai đoạn mới",https://btllang.mod.gov.vn/tin-tuc/tin-tu-bo-tu-lenh-lang/4157-y-nghia-chinh-tri-van-hoa-cua-cong-trinh-lang-va-viec-phat-huy-y-nghia-chinh-tri-van-hoa-cua-cong-trinh-lang-trong-giai-doan-moi.html,official_heritage_site,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000078,Đoàn đại biểu xã Nam Tiền Hải dâng hương tưởng niệm Chủ tịch Hồ Chí Minh và thăm chiến sĩ mới tại Khu Di tích K9,https://btllang.mod.gov.vn/tin-tuc/tin-tu-bo-tu-lenh-lang/15979-doan-dai-bieu-xa-nam-tien-hai-dang-huong-tuong-niem-chu-tich-ho-chi-minh-va-tham-chien-si-moi-tai-khu-di-tich-k9.html,official_heritage_site,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000079,K9 Đá Chông - Nơi lưu giữ ký ức về Chủ tịch Hồ Chí Minh giữa đại ngàn Ba Vì,https://www.vietnamplus.vn/k9-da-chong-noi-luu-giu-ky-uc-ve-chu-tich-ho-chi-minh-giua-dai-ngan-ba-vi-post1110291.vnp,news_article,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000080,Khánh thành Nhà tưởng niệm Hồ Chủ tịch tại khu di tích K9,https://baochinhphu.vn/khanh-thanh-nha-tuong-niem-ho-chu-tich-tai-khu-di-tich-k9-102189624.htm,government_news,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000081,"Khu Di tích Chủ tịch Hồ Chí Minh tại Đá Chông (K9) - Phần 2: Các công trình, hiện vật tiêu biểu",https://btllang.mod.gov.vn/tu-lieu/khu-di-tich-lich-su-chu-tich-ho-chi-minh-tai-da-chong/91-gioi-thieu-ve-btl-lang/5100-khu-di-tich-chu-tich-ho-chi-minh-tai-da-chong-k9-ba-vi-ha-noi-phan-2-cac-cong-trinh-hien-vat-tieu-bieu.html,official_heritage_site,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000082,"Khu Di tích K9 - địa chỉ giáo dục truyền thống cách mạng, học tập và làm theo tấm gương đạo đức Hồ Chí Minh",https://btllang.mod.gov.vn/tin-tuc/tin-tu-bo-tu-lenh-lang/5038-khu-di-tich-k9-dia-chigiao-duc-truyen-thong-cach-mang-hoc-tap-va-lam-theo-tam-guongdao-duc-ho-chi-minh.html,official_heritage_site,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000083,"Ngôi Nhà sàn tại K9, công trình lịch sử, văn hóa về Chủ tịch Hồ Chí Minh",https://btllang.mod.gov.vn/tin-tuc/tin-tu-bo-tu-lenh-lang/9355-ngoi-nha-san-tai-k9-cong-trinh-lich-su-van-hoa-ve-chu-tich-ho-chi-minh.html,official_heritage_site,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000084,Di tích lịch sử 48 Hàng Ngang-Hà Nội,https://baotanghochiminh.vn/di-tich-lich-su-48-hang-ngang-ha-noi.htm,official_museum,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000085,Ghé thăm căn phòng Bác Hồ viết bản Tuyên ngôn độc lập,https://thanglong.chinhphu.vn/ghe-tham-can-phong-bac-ho-viet-ban-tuyen-ngon-doc-lap-10323893.htm,government_news,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000086,Phố cổ Hàng Ngang và ngôi nhà số 48 lịch sử,https://scov.gov.vn/dat-nuoc-con-nguoi/1000-nam-thang-long-ha-noi/pho-co-hang-ngang-va-ngoi-nha-so-48-lich-su.html,government_portal,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000087,Ngôi nhà 48 Hàng Ngang kể chuyện lịch sử,https://congthuong.vn/ngoi-nha-48-hang-ngang-ke-chuyen-lich-su-418590.html,news_article,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
SRC_000088,Phường Hoàn Kiếm dâng hương tưởng niệm Chủ tịch Hồ Chí Minh nhân kỷ niệm 136 năm Ngày sinh của Người,https://hoankiem.hanoi.gov.vn/tin-noi-bat-trang-chu/phuong-hoan-kiem-dang-huong-tuong-niem-chu-tich-ho-chi-minh-nhan-ky-niem-136-nam-ngay-sinh-cua-nguoi-19-5-1890-19-5-2026-2812260519104237096.htm,local_government,2026-09-04,"Bản quyền thuộc nguồn; chỉ lưu tóm tắt chuẩn hóa ngắn và URL, không lưu toàn văn.",approved
