node_id,canonical_name,type,admin_level,aliases,normalized_key,numeric_value,unit,value_kind,review_status
ORG_000002,Trung tâm Bảo tồn Di sản Thăng Long – Hà Nội,Organization,,Trung tâm Thăng Long,trung_tam_bao_ton_di_san_thang_long_ha_noi,,,,approved
ORG_000003,Bộ Quốc phòng,Organization,,,bo_quoc_phong,,,,approved
ORG_000004,Ủy ban nhân dân thành phố Hà Nội,Organization,,UBND thành phố Hà Nội,uy_ban_nhan_dan_thanh_pho_ha_noi,,,,approved
HSTATUS_000001,Di sản văn hóa thế giới,HeritageStatus,,Di sản Văn hóa Thế giới,di_san_van_hoa_the_gioi,,,,approved
TIME_000001,Ngày 31 tháng 07 năm 2010,Time,,Ngày 01 tháng 08 năm 2010 theo giờ Việt Nam|31/07/2010,ngay_31_thang_07_nam_2010,,,,approved
TIME_000002,Năm 1010,Time,,1010,nam_1010,,,,approved
TIME_000004,Năm 1428,Time,,1428,nam_1428,,,,approved
TIME_000005,Năm 1467,Time,,1467,nam_1467,,,,approved
TIME_000006,Năm 1812,Time,,1812,nam_1812,,,,approved
TIME_000007,Tháng 10 năm 1821,Time,,Năm 1821,thang_10_nam_1821,,,,approved
TIME_000008,Năm 1967,Time,,1967,nam_1967,,,,approved
TIME_000009,Tháng 12 năm 2002,Time,,Năm 2002,thang_12_nam_2002,,,,approved
TIME_000010,Ngày 01 tháng 09 năm 2006,Time,,01/09/2006,ngay_01_thang_09_nam_2006,,,,approved
TIME_000011,Thế kỷ XIX,Time,,Thế kỷ 19,the_ky_19,,,,approved
PERSON_000001,Lý Thái Tổ,Person,,Lý Công Uẩn,ly_thai_to,,,,approved
PERSON_000002,Lê Thái Tổ,Person,,Lê Lợi,le_thai_to,,,,approved
PERSON_000003,Lê Thánh Tông,Person,,,le_thanh_tong,,,,approved
PERSON_000004,Gia Long,Person,,Nguyễn Phúc Ánh,gia_long,,,,approved
PERSON_000005,Minh Mạng,Person,,Nguyễn Phúc Đảm,minh_mang,,,,approved
PERSON_000006,Võ Nguyên Giáp,Person,,Đại tướng Võ Nguyên Giáp,vo_nguyen_giap,,,,approved
PERSON_000007,Văn Tiến Dũng,Person,,Đại tướng Văn Tiến Dũng,van_tien_dung,,,,approved
CATEGORY_000001,Di tích lịch sử,TourismCategory,,Di tích lịch sử – văn hóa,di_tich_lich_su,,,,approved
CATEGORY_000002,Di tích khảo cổ,TourismCategory,,Điểm khảo cổ,di_tich_khao_co,,,,approved
EVENT_000001,Dời đô từ Hoa Lư ra thành Đại La năm 1010,Event,,Sự kiện dời đô năm 1010,doi_do_tu_hoa_lu_ra_thanh_dai_la_nam_1010,,,,approved
EVENT_000002,Cuộc khai quật Hoàng thành tháng 12 năm 2002,Event,,Cuộc khai quật Hoàng thành năm 2002,cuoc_khai_quat_hoang_thanh_thang_12_nam_2002,,,,approved
EVENT_000003,UNESCO ghi danh Hoàng thành Thăng Long năm 2010,Event,,Sự kiện công nhận di sản năm 2010,unesco_ghi_danh_hoang_thanh_thang_long_nam_2010,,,,approved
ACTIVITY_000001,Thiết triều,Activity,,Thiết đại triều,thiet_trieu,,,,approved
ACTIVITY_000002,Cử hành nghi lễ quốc gia,Activity,,Nghi lễ triều đình,cu_hanh_nghi_le_quoc_gia,,,,approved
ACTIVITY_000003,Đón tiếp sứ thần,Activity,,Tiếp sứ thần,don_tiep_su_than,,,,approved
ACTIVITY_000004,Tham quan khảo cổ,Activity,,Tìm hiểu khảo cổ,tham_quan_khao_co,,,,approved
ACTIVITY_000005,Xem trưng bày hiện vật,Activity,,Tham quan nhà trưng bày,xem_trung_bay_hien_vat,,,,approved
ACTIVITY_000006,Tour đêm Giải mã Hoàng thành Thăng Long,Activity,,Tour đêm Giải mã Hoàng thành,tour_dem_giai_ma_hoang_thanh_thang_long,,,,approved
ACTIVITY_000007,Dâng hương tưởng niệm các bậc tiên đế,Activity,,Dâng hương tại Điện Kính Thiên,dang_huong_tuong_niem_cac_bac_tien_de,,,,approved
ACTIVITY_000008,Họp Bộ Chính trị và Quân ủy Trung ương,Activity,,Họp tại Nhà D67,hop_bo_chinh_tri_va_quan_uy_trung_uong,,,,approved
VISITOR_000001,Học sinh trung học cơ sở,VisitorGroup,,Học sinh THCS,hoc_sinh_trung_hoc_co_so,,,,approved
MATERIAL_000001,Gỗ,Material,,,go,,,,approved
MATERIAL_000002,Đá,Material,,,da,,,,approved
MATERIAL_000003,Gạch,Material,,,gach,,,,approved
ASTYLE_000001,Kiến trúc cung đình thời Lê,ArchitecturalStyle,,Kiến trúc Hoàng cung thời Lê,kien_truc_cung_dinh_thoi_le,,,,approved
ASTYLE_000002,Kiến trúc thời Nguyễn,ArchitecturalStyle,,,kien_truc_thoi_nguyen,,,,approved
ASTYLE_000003,Kiến trúc quân sự thời kháng chiến chống Mỹ,ArchitecturalStyle,,Kiến trúc quân sự Nhà D67,kien_truc_quan_su_thoi_khang_chien_chong_my,,,,approved
DYNASTY_000001,Nhà Lý,Dynasty,,Triều Lý,nha_ly,,,,approved
DYNASTY_000002,Nhà Trần,Dynasty,,Triều Trần,nha_tran,,,,approved
DYNASTY_000003,Nhà Lê sơ,Dynasty,,Triều Lê sơ|Nhà Hậu Lê,nha_le_so,,,,approved
DYNASTY_000004,Nhà Mạc,Dynasty,,Triều Mạc,nha_mac,,,,approved
DYNASTY_000005,Nhà Lê Trung hưng,Dynasty,,Triều Lê Trung hưng,nha_le_trung_hung,,,,approved
DYNASTY_000006,Nhà Nguyễn,Dynasty,,Triều Nguyễn,nha_nguyen,,,,approved
HPERIOD_000001,Thời Tiền Thăng Long – Đại La,HistoricalPeriod,,Thời Đại La|Thời An Nam đô hộ phủ,thoi_tien_thang_long_dai_la,,,,approved
HPERIOD_000002,Thời kỳ kháng chiến chống Mỹ,HistoricalPeriod,,Kháng chiến chống Mỹ,thoi_ky_khang_chien_chong_my,,,,approved
LOCATION_000001,Núi Nùng,Location,,Nùng Sơn,nui_nung,,,,approved
ROLE_000001,Hoàng đế,Role,,Vua,hoang_de,,,,approved
ROLE_000002,Đại tướng,Role,,,dai_tuong,,,,approved
PLACE_000004,Văn Miếu – Quốc Tử Giám,Place,,Văn Miếu - Quốc Tử Giám|Văn Miếu Quốc Tử Giám|Temple of Literature,van_mieu_quoc_tu_giam,,,,approved
ADDRESS_000002,"Số 58 phố Quốc Tử Giám, phường Văn Miếu - Quốc Tử Giám, thành phố Hà Nội",Address,,58 Quốc Tử Giám|No. 58 Quoc Tu Giam Street,so_58_pho_quoc_tu_giam_phuong_van_mieu_quoc_tu_giam_ha_noi,,,,approved
ADMIN_000003,Phường Văn Miếu - Quốc Tử Giám,AdministrativeArea,ward,Phường Văn Miếu – Quốc Tử Giám,phuong_van_mieu_quoc_tu_giam,,,,approved
ARCH_000008,Văn Miếu,Architecture,,Văn Miếu Hà Nội|Temple of Literature,van_mieu,,,,approved
ARCH_000009,Quốc Tử Giám,Architecture,,Quốc học viện|Thái Học viện,quoc_tu_giam,,,,approved
ARCH_000010,Hồ Văn,Architecture,,Hồ Giám|Minh Đường hồ,ho_van,,,,approved
ARCH_000011,Vườn Giám,Architecture,,Giám viên,vuon_giam,,,,approved
ARCH_000012,Khu Nhập Đạo,Architecture,,Nhập Đạo,khu_nhap_dao,,,,approved
ARCH_000013,Khu Thành Đạt,Architecture,,Thành Đạt,khu_thanh_dat,,,,approved
ARCH_000014,Vườn bia Tiến sĩ,Architecture,,Khu Vườn Bia Tiến Sĩ|Vườn bia,vuon_bia_tien_si,,,,approved
ARCH_000015,Khu Đại Thành,Architecture,,Đại Thành,khu_dai_thanh,,,,approved
ARCH_000016,Khu Thái Học,Architecture,,Khu Thái học|Thái Học,khu_thai_hoc,,,,approved
ARCH_000017,Khuê Văn Các,Architecture,,Gác Khuê Văn|Khue Van Pavilion,khue_van_cac,,,,approved
ARCH_000018,Điện Đại Thành,Architecture,,Đại Thành điện,dien_dai_thanh,,,,approved
ARCH_000019,Nhà Thái Học,Architecture,,Nhà Thái học,nha_thai_hoc,,,,approved
ARCH_000020,Nhà Tiền Đường,Architecture,,Tiền Đường,nha_tien_duong,,,,approved
ARCH_000021,Nhà Hậu Đường,Architecture,,Hậu Đường|Hậu cung,nha_hau_duong,,,,approved
ARCH_000022,Nhà Chuông,Architecture,,Lầu Chuông,nha_chuong,,,,approved
ARCH_000023,Nhà Trống,Architecture,,Lầu Trống,nha_trong,,,,approved
ARCH_000024,Giếng Thiên Quang,Architecture,,Thiên Quang Tỉnh|Giếng Thiên Quang Tỉnh,gieng_thien_quang,,,,approved
HOBJ_000005,82 bia Tiến sĩ,HeritageObject,,Bia Tiến sĩ triều Lê – Mạc|Doctoral Stelae,82_bia_tien_si,82,tấm bia,object_count,approved
PERSON_000008,Lý Thánh Tông,Person,,Vua Lý Thánh Tông,ly_thanh_tong,,,,approved
PERSON_000009,Lý Nhân Tông,Person,,Vua Lý Nhân Tông|Càn Đức,ly_nhan_tong,,,,approved
PERSON_000010,Chu Văn An,Person,,Danh sư Chu Văn An,chu_van_an,,,,approved
PERSON_000011,Khổng Tử,Person,,Khổng Phu Tử|Confucius,khong_tu,,,,approved
PERSON_000012,Nguyễn Văn Thành,Person,,Tổng trấn Bắc Thành Nguyễn Văn Thành,nguyen_van_thanh,,,,approved
TIME_000012,Năm 1070,Time,,1070,nam_1070,1070,năm,year,approved
TIME_000013,Năm 1076,Time,,1076,nam_1076,1076,năm,year,approved
TIME_000014,Năm 1805,Time,,1805,nam_1805,1805,năm,year,approved
HSTATUS_000002,Di sản tư liệu thế giới,HeritageStatus,,Di sản Tư liệu Thế giới|Memory of the World,di_san_tu_lieu_the_gioi,,,,approved
PLACE_000002,Khu di tích Cổ Loa,Place,,Thành Cổ Loa|Cổ Loa|Khu di tích thành Cổ Loa,khu_di_tich_co_loa,,,,approved
ARCH_000025,Thành Cổ Loa,Architecture,,Loa thành|Thành Ốc|Cổ Loa thành,thanh_co_loa,,,,approved
ARCH_000026,Thành Nội,Architecture,,Vòng thành Nội|Tường thành nội,thanh_noi_co_loa,,,,approved
ARCH_000027,Thành Trung,Architecture,,Vòng thành Trung|Tường thành trung,thanh_trung_co_loa,,,,approved
ARCH_000028,Thành Ngoại,Architecture,,Vòng thành Ngoại|Tường thành ngoại,thanh_ngoai_co_loa,,,,approved
ARCH_000029,Hào nước Cổ Loa,Architecture,,Hệ thống hào Cổ Loa|Thành hào Cổ Loa,hao_nuoc_co_loa,,,,approved
ARCH_000030,Đền Thượng,Architecture,,Đền thờ An Dương Vương|Đền Thục An Dương Vương,den_thuong_co_loa,,,,approved
ARCH_000031,Đình Ngự Triều Di Quy,Architecture,,Đình Cổ Loa|Ngự Triều Di Quy,dinh_ngu_trieu_di_quy,,,,approved
ARCH_000032,Am Mỵ Châu,Architecture,,Am Bà Chúa|Am thờ Mỵ Châu,am_my_chau,,,,approved
ARCH_000033,Giếng Ngọc,Architecture,,Giếng Trọng Thủy|Hồ Giếng Ngọc,gieng_ngoc_co_loa,,,,approved
ARCH_000034,Đền Cao Lỗ,Architecture,,Đền thờ tướng Cao Lỗ,den_cao_lo,,,,approved
ARCH_000035,Chùa Bảo Sơn,Architecture,,Chùa Cổ Loa,chua_bao_son,,,,approved
ARCH_000036,Nhà trưng bày Khu di tích Cổ Loa,Architecture,,Nhà trưng bày Cổ Loa,nha_trung_bay_co_loa,,,,approved
ARCHSITE_000002,Di chỉ Cầu Vực,ArchaeologicalSite,,Di tích Cầu Vực,di_chi_cau_vuc,,,,approved
ARCHSITE_000003,Di tích Mả Tre,ArchaeologicalSite,,Di chỉ Mả Tre,di_tich_ma_tre,,,,approved
ARCHSITE_000004,Lò đúc mũi tên đồng Cổ Loa,ArchaeologicalSite,,Khu lò đúc đồng Đền Thượng|Lò đúc đồng Cổ Loa,lo_duc_mui_ten_dong_co_loa,,,,approved
HOBJ_000006,Mũi tên đồng Cổ Loa,HeritageObject,,Mũi tên đồng ba cạnh|Kho mũi tên đồng Cầu Vực,mui_ten_dong_co_loa,,,,approved
HOBJ_000007,Trống đồng Cổ Loa,HeritageObject,,Trống đồng Cổ Loa I,trong_dong_co_loa,,,,approved
HOBJ_000008,Sưu tập khuôn đúc Cổ Loa,HeritageObject,,Khuôn đúc mũi tên đồng ba cạnh,suu_tap_khuon_duc_co_loa,,,,approved
PERSON_000013,An Dương Vương,Person,,Thục Phán|Vua Thục,an_duong_vuong,,,,approved
PERSON_000014,Mỵ Châu,Person,,Công chúa Mỵ Châu,my_chau,,,,approved
PERSON_000015,Cao Lỗ,Person,,Tướng Cao Lỗ,cao_lo,,,,approved
PERSON_000016,Ngô Quyền,Person,,Vua Ngô Quyền,ngo_quyen,,,,approved
TIME_000015,Khoảng năm 208 trước Công nguyên,Time,,Khoảng 208 TCN|Thế kỷ III trước Công nguyên,khoang_nam_208_truoc_cong_nguyen,-208,năm,year_approx,approved
TIME_000016,Năm 1959,Time,,1959,nam_1959,1959,năm,year,approved
TIME_000017,Năm 1982,Time,,1982,nam_1982,1982,năm,year,approved
EVENT_000004,Phát hiện kho mũi tên đồng Cầu Vực,Event,,Phát hiện mũi tên đồng Cổ Loa năm 1959,phat_hien_kho_mui_ten_dong_cau_vuc,,,,approved
EVENT_000005,Phát hiện trống đồng tại Mả Tre,Event,,Phát hiện trống đồng Cổ Loa năm 1982,phat_hien_trong_dong_tai_ma_tre,,,,approved
HSTATUS_000003,Di tích quốc gia đặc biệt,HeritageStatus,,Di tích Quốc gia đặc biệt,di_tich_quoc_gia_dac_biet,,,,approved
HSTATUS_000004,Bảo vật quốc gia,HeritageStatus,,Bảo vật Quốc gia,bao_vat_quoc_gia,,,,approved
PLACE_000005,Di tích Nhà tù Hỏa Lò,Place,,Nhà tù Hỏa Lò|Hỏa Lò Prison Relic|Maison Centrale,di_tich_nha_tu_hoa_lo,,,,approved
ADDRESS_000003,"Số 1 phố Hỏa Lò, phường Cửa Nam, thành phố Hà Nội",Address,,1 Hỏa Lò|No. 1 Hoa Lo Street,so_1_pho_hoa_lo_phuong_cua_nam_thanh_pho_ha_noi,,,,approved
ADMIN_000004,Phường Cửa Nam,AdministrativeArea,ward,,phuong_cua_nam,,,,approved
ORG_000005,Ban Quản lý Di tích Nhà tù Hỏa Lò,Organization,,Ban quản lý Hỏa Lò,ban_quan_ly_di_tich_nha_tu_hoa_lo,,,,approved
ORG_000006,Chính quyền thực dân Pháp,Organization,,Thực dân Pháp|French colonial administration,chinh_quyen_thuc_dan_phap,,,,approved
HSTATUS_000005,Di tích lịch sử quốc gia,HeritageStatus,,Di tích cấp quốc gia|Di tích lịch sử Quốc gia,di_tich_lich_su_quoc_gia,,,,approved
ARCH_000037,Nhà canh gác Nhà tù Hỏa Lò,Architecture,,Nhà dùng cho việc canh gác,nha_canh_gac_nha_tu_hoa_lo,,,,approved
ARCH_000038,Cụm bệnh xá Nhà tù Hỏa Lò,Architecture,,Hai nhà bệnh xá,cum_benh_xa_nha_tu_hoa_lo,,,,approved
ARCH_000039,Khu giam bị can Nhà tù Hỏa Lò,Architecture,,Hai nhà giam bị can,khu_giam_bi_can_nha_tu_hoa_lo,,,,approved
ARCH_000040,Phân xưởng Nhà tù Hỏa Lò,Architecture,,Nhà phân xưởng,phan_xuong_nha_tu_hoa_lo,,,,approved
ARCH_000041,Khu giam tù nhân Nhà tù Hỏa Lò,Architecture,,Năm nhà giam tù nhân,khu_giam_tu_nhan_nha_tu_hoa_lo,,,,approved
ARCH_000042,Đài tưởng niệm Nhà tù Hỏa Lò,Architecture,,Khu tưởng niệm,dai_tuong_niem_nha_tu_hoa_lo,,,,approved
ARCH_000043,Phòng trưng bày cuộc sống tù binh phi công Mỹ,Architecture,,Phòng trưng bày phi công Mỹ|American pilots exhibition rooms,phong_trung_bay_cuoc_song_tu_binh_phi_cong_my,,,,approved
HOBJ_000009,Máy chém Nhà tù Hỏa Lò,HeritageObject,,Chiếc máy chém Hỏa Lò,may_chem_nha_tu_hoa_lo,,,,approved
HOBJ_000010,Mô hình tái tạo chiến sĩ cách mạng trong lao tù,HeritageObject,,Mô hình tù nhân Hỏa Lò,mo_hinh_tai_tao_chien_si_cach_mang_trong_laotu,,,,approved
PERSON_000017,John Sidney McCain,Person,,John McCain|John Sidney Mc.Cain,john_sidney_mccain,,,,approved
PERSON_000018,Trần Trọng Duyệt,Person,,Đại tá Trần Trọng Duyệt,tran_trong_duyet,,,,approved
TIME_000018,Năm 1896,Time,,1896,nam_1896,,,,approved
TIME_000019,Năm 1954,Time,,1954,nam_1954,,,,approved
TIME_000020,Giai đoạn 1964–1973,Time,,1964-1973,giai_doan_1964_1973,,,,approved
TIME_000021,Ngày 18 tháng 6 năm 1997,Time,,18/6/1997|18-06-1997,ngay_18_thang_6_nam_1997,,,,approved
TIME_000022,Ngày 14 tháng 3 năm 1973,Time,,14/3/1973|14-03-1973,ngay_14_thang_3_nam_1973,,,,approved
EVENT_000006,Xây dựng Nhà tù Hỏa Lò,Event,,Khởi công Nhà tù Trung ương,xay_dung_nha_tu_hoa_lo,,,,approved
EVENT_000007,Tiếp quản Nhà tù Hỏa Lò năm 1954,Event,,Quân đội nhân dân Việt Nam tiếp quản Hỏa Lò,tiep_quan_nha_tu_hoa_lo_nam_1954,,,,approved
EVENT_000008,Giam giữ phi công Mỹ tại Hỏa Lò,Event,,Thời kỳ Hilton Hà Nội,giam_giu_phi_cong_my_tai_hoa_lo,,,,approved
EVENT_000009,Trao trả phi công Mỹ năm 1973,Event,,Trao trả tù binh phi công Mỹ,trao_tra_phi_cong_my_nam_1973,,,,approved
ACTIVITY_000009,Giáo dục truyền thống yêu nước và cách mạng,Activity,,Giáo dục truyền thống cách mạng,giao_duc_truyen_thong_yeu_nuoc_va_cach_mang,,,,approved
ACTIVITY_000010,"Tham quan, nghiên cứu và học tập",Activity,,Tham quan và nghiên cứu di tích,tham_quan_nghien_cuu_va_hoc_tap,,,,approved
VALUE_000011,12.908 m²,Value,,12908 m2,12908_m2,12908,m²,area,approved
VALUE_000012,2.434 m²,Value,,2434 m2,2434_m2,2434,m²,area,approved
PLACE_000006,Di tích Gò Đống Đa,Place,,Gò Đống Đa|Công viên Văn hóa Đống Đa|Di tích quốc gia đặc biệt Gò Đống Đa,di_tich_go_dong_da,,,,approved
ADDRESS_000004,"Số 4 Đặng Tiến Đông, phường Đống Đa, thành phố Hà Nội",Address,,4 Đặng Tiến Đông|No. 4 Dang Tien Dong,so_4_dang_tien_dong_phuong_dong_da_thanh_pho_ha_noi,,,,approved
ADMIN_000005,Phường Đống Đa,AdministrativeArea,ward,,phuong_dong_da,,,,approved
ORG_000007,Ban Quản lý Công viên Văn hóa Đống Đa,Organization,,Ban Quản lý Di tích Gò Đống Đa,ban_quan_ly_cong_vien_van_hoa_dong_da,,,,approved
PERSON_000019,Quang Trung – Nguyễn Huệ,Person,,Hoàng đế Quang Trung|Nguyễn Huệ|Nguyễn Quang Bình|Bắc Bình Vương,quang_trung_nguyen_hue,,,,approved
PERSON_000020,Lê Ngọc Hân,Person,,Bắc cung Hoàng hậu Ngọc Hân|Ngọc Hân công chúa,le_ngoc_han,,,,approved
PERSON_000021,Sầm Nghi Đống,Person,,Thái thú Điền Châu Sầm Nghi Đống,sam_nghi_dong,,,,approved
DYNASTY_000007,Nhà Tây Sơn,Dynasty,,Triều Tây Sơn|Vương triều Tây Sơn,nha_tay_son,,,,approved
DYNASTY_000008,Nhà Thanh,Dynasty,,Triều Thanh|Đại Thanh,nha_thanh,,,,approved
ARCHSITE_000005,Gò Đống Đa lịch sử,ArchaeologicalSite,,Gò Đống Đa nguyên gốc|Gò Đống Đa,go_dong_da_lich_su,,,,approved
ARCH_000044,Cụm cổng ra vào Gò Đống Đa,Architecture,,Cổng phố Tây Sơn|Cổng số 2 Đặng Tiến Đông|Cổng số 4 Đặng Tiến Đông,cum_cong_ra_vao_go_dong_da,,,,approved
ARCH_000045,Nghi môn Gò Đống Đa,Architecture,,Nghi Môn,nghi_mon_go_dong_da,,,,approved
ARCH_000046,Tượng đài Quang Trung,Architecture,,Tượng đài Hoàng đế Quang Trung,tuong_dai_quang_trung,,,,approved
ARCH_000047,Đền thờ Hoàng đế Quang Trung,Architecture,,Điện thờ Hoàng đế Quang Trung,den_tho_hoang_de_quang_trung,,,,approved
ARCH_000048,Nhà trưng bày Quang Trung và Chiến thắng Ngọc Hồi – Đống Đa,Architecture,,Nhà trưng bày Quang Trung,nha_trung_bay_quang_trung_va_chien_thang_ngoc_hoi_dong_da,,,,approved
ARCH_000049,Cụm phù điêu Chiến thắng Ngọc Hồi – Đống Đa,Architecture,,Hai bức phù điêu sau tượng đài Quang Trung,cum_phu_dieu_chien_thang_ngoc_hoi_dong_da,,,,approved
HOBJ_000011,Sa bàn trận chiến Ngọc Hồi – Đống Đa,HeritageObject,,Sa bàn Chiến thắng Ngọc Hồi – Đống Đa,sa_ban_tran_chien_ngoc_hoi_dong_da,,,,approved
TIME_000023,Mùa xuân năm Kỷ Dậu 1789,Time,,Năm 1789|Xuân Kỷ Dậu,mua_xuan_nam_ky_dau_1789,,,,approved
TIME_000024,Mùng 5 Tết Nguyên Đán,Time,,Ngày mùng 5 tháng Giêng âm lịch,mung_5_tet_nguyen_dan,,,,approved
TIME_000025,Ngày 24 tháng 12 năm 2018,Time,,24/12/2018|24-12-2018,ngay_24_thang_12_nam_2018,,,,approved
TIME_000026,Năm 2010,Time,,2010,nam_2010,,,,approved
TIME_000027,Giai đoạn 2014–2015,Time,,Mùa xuân 2014 đến tháng Giêng 2015,giai_doan_2014_2015,,,,approved
EVENT_000010,Chiến thắng Ngọc Hồi – Đống Đa,Event,,Trận Ngọc Hồi – Đống Đa|Đại phá quân Thanh,chien_thang_ngoc_hoi_dong_da,,,,approved
EVENT_000011,Lễ hội Gò Đống Đa,Event,,Giỗ trận Đống Đa|Hội Gò Đống Đa,le_hoi_go_dong_da,,,,approved
EVENT_000012,Xếp hạng Gò Đống Đa là Di tích quốc gia đặc biệt,Event,,Quyết định 1820/QĐ-TTg,xep_hang_go_dong_da_la_di_tich_quoc_gia_dac_biet,,,,approved
EVENT_000013,"Tu bổ, tôn tạo Gò Đống Đa năm 2010",Event,,Tôn tạo Gò Đống Đa dịp 1000 năm Thăng Long – Hà Nội,tu_bo_ton_tao_go_dong_da_nam_2010,,,,approved
ACTIVITY_000011,Dâng hương và rước kiệu tưởng niệm,Activity,,Dâng hoa dâng hương|Rước kiệu Quang Trung và Ngọc Hân,dang_huong_va_ruoc_kieu_tuong_niem,,,,approved
ACTIVITY_000012,Biểu diễn võ thuật và múa rồng lửa,Activity,,Múa Rồng lửa Thăng Long|Biểu diễn côn quyền,bieu_dien_vo_thuat_va_mua_rong_lua,,,,approved
VALUE_000013,"22.120,8 m²",Value,,"Hơn 22120,8 m2",22120_8_m2,22120.8,m²,area,approved
VALUE_000014,300 m²,Value,,300 m2,300_m2,300,m²,area,approved
ARCH_000050,Tầng đế thứ nhất Cột cờ Hà Nội,Architecture,,,tang_de_thu_nhat_cot_co_ha_noi,,,,approved
ARCH_000051,Tầng đế thứ hai Cột cờ Hà Nội,Architecture,,,tang_de_thu_hai_cot_co_ha_noi,,,,approved
ARCH_000052,Tầng đế thứ ba Cột cờ Hà Nội,Architecture,,,tang_de_thu_ba_cot_co_ha_noi,,,,approved
ARCH_000053,Thân tháp Cột cờ Hà Nội,Architecture,,,than_thap_cot_co_ha_noi,,,,approved
ARCH_000054,Lầu vọng canh Cột cờ Hà Nội,Architecture,,,lau_vong_canh_cot_co_ha_noi,,,,approved
ARCH_000055,Cầu thang xoắn trong thân tháp Cột cờ Hà Nội,Architecture,,,cau_thang_xoan_trong_than_thap_cot_co_ha_noi,,,,approved
ARCH_000056,Cửa Đông Nghênh Húc Cột cờ Hà Nội,Architecture,,,cua_dong_nghenh_huc_cot_co_ha_noi,,,,approved
ARCH_000057,Cửa Tây Hồi Quang Cột cờ Hà Nội,Architecture,,,cua_tay_hoi_quang_cot_co_ha_noi,,,,approved
ARCH_000058,Cửa Nam Hướng Minh Cột cờ Hà Nội,Architecture,,,cua_nam_huong_minh_cot_co_ha_noi,,,,approved
ARCH_000059,Nhóm ô cửa hình hoa thị Cột cờ Hà Nội,Architecture,,,nhom_o_cua_hinh_hoa_thi_cot_co_ha_noi,,,,approved
